Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas313         Pavarde313                      3.44            4.40
Vardas3330        Pavarde3330                     3.44            3.20
Vardas3510        Pavarde3510                     3.44            3.60
Vardas4111        Pavarde4111                     3.44            3.20
Vardas4114        Pavarde4114                     3.44            3.20
Vardas4134        Pavarde4134                     3.44            4.00
Vardas4172        Pavarde4172                     3.44            2.80
Vardas447         Pavarde447                      3.44            3.60
Vardas4477        Pavarde4477                     3.44            3.20
Vardas4795        Pavarde4795                     3.44            4.00
Vardas4806        Pavarde4806                     3.44            3.60
Vardas501         Pavarde501                      3.44            3.20
Vardas5056        Pavarde5056                     3.44            3.20
Vardas5069        Pavarde5069                     3.44            3.60
Vardas51          Pavarde51                       3.44            3.60
Vardas5194        Pavarde5194                     3.44            3.60
Vardas536         Pavarde536                      3.44            3.60
Vardas5682        Pavarde5682                     3.44            3.60
Vardas571         Pavarde571                      3.44            3.20
Vardas578         Pavarde578                      3.44            3.60
Vardas5976        Pavarde5976                     3.44            3.60
Vardas5982        Pavarde5982                     3.44            3.60
Vardas6006        Pavarde6006                     3.44            3.60
Vardas6208        Pavarde6208                     3.44            3.60
Vardas6400        Pavarde6400                     3.44            3.60
Vardas6655        Pavarde6655                     3.44            3.20
Vardas67          Pavarde67                       3.44            2.80
Vardas6743        Pavarde6743                     3.44            4.40
Vardas6833        Pavarde6833                     3.44            3.20
Vardas6989        Pavarde6989                     3.44            3.20
Vardas7105        Pavarde7105                     3.44            3.20
Vardas7134        Pavarde7134                     3.44            3.60
Vardas7335        Pavarde7335                     3.44            3.60
Vardas7453        Pavarde7453                     3.44            3.20
Vardas7483        Pavarde7483                     3.44            3.60
Vardas7768        Pavarde7768                     3.44            3.60
Vardas8045        Pavarde8045                     3.44            3.20
Vardas8251        Pavarde8251                     3.44            3.20
Vardas8374        Pavarde8374                     3.44            3.20
Vardas8387        Pavarde8387                     3.44            3.20
Vardas8510        Pavarde8510                     3.44            3.20
Vardas9206        Pavarde9206                     3.44            3.60
Vardas922         Pavarde922                      3.44            3.60
Vardas941         Pavarde941                      3.44            4.00
Vardas9470        Pavarde9470                     3.44            4.00
Vardas9593        Pavarde9593                     3.44            2.80
Vardas9823        Pavarde9823                     3.44            3.60
