Name              Surname                   Final(Avg)      Final(Med)
Vardas5182        Pavarde5182                     5.96            6.20
Vardas5330        Pavarde5330                     5.96            5.80
Vardas5430        Pavarde5430                     5.96            5.00
Vardas5632        Pavarde5632                     5.96            5.40
Vardas5652        Pavarde5652                     5.96            5.80
Vardas5768        Pavarde5768                     5.96            6.20
Vardas5899        Pavarde5899                     5.96            5.40
Vardas5929        Pavarde5929                     5.96            5.40
Vardas5950        Pavarde5950                     5.96            5.40
Vardas5991        Pavarde5991                     5.96            5.40
Vardas6033        Pavarde6033                     5.96            6.20
Vardas6160        Pavarde6160                     5.96            5.40
Vardas6257        Pavarde6257                     5.96            5.40
Vardas639         Pavarde639                      5.96            5.80
Vardas6437        Pavarde6437                     5.96            5.80
Vardas6515        Pavarde6515                     5.96            5.80
Vardas6546        Pavarde6546                     5.96            5.80
Vardas6842        Pavarde6842                     5.96            5.80
Vardas6851        Pavarde6851                     5.96            5.40
Vardas6854        Pavarde6854                     5.96            5.80
Vardas6915        Pavarde6915                     5.96            6.20
Vardas7026        Pavarde7026                     5.96            6.20
Vardas7401        Pavarde7401                     5.96            6.20
Vardas7553        Pavarde7553                     5.96            6.20
Vardas7653        Pavarde7653                     5.96            5.80
Vardas7880        Pavarde7880                     5.96            5.40
Vardas7949        Pavarde7949                     5.96            6.20
Vardas7962        Pavarde7962                     5.96            6.60
Vardas8169        Pavarde8169                     5.96            5.00
Vardas832         Pavarde832                      5.96            6.20
Vardas8354        Pavarde8354                     5.96            7.00
Vardas869         Pavarde869                      5.96            5.80
Vardas8989        Pavarde8989                     5.96            6.20
Vardas9107        Pavarde9107                     5.96            6.20
Vardas9302        Pavarde9302                     5.96            6.60
Vardas9330        Pavarde9330                     5.96            5.80
Vardas9550        Pavarde9550                     5.96            5.80
Vardas9595        Pavarde9595                     5.96            6.60
Vardas9640        Pavarde9640                     5.96            5.80
Vardas9808        Pavarde9808                     5.96            6.20
Vardas9872        Pavarde9872                     5.96            6.20
Vardas9926        Pavarde9926                     5.96            5.80
Vardas1159        Pavarde1159                     6.00            5.60
Vardas1266        Pavarde1266                     6.00            6.00
Vardas1454        Pavarde1454                     6.00            6.00
Vardas1495        Pavarde1495                     6.00            6.00
Vardas1754        Pavarde1754                     6.00            6.40
