Vardas            Pavarde              Galutinis(Vid.) Galutinis(Med.)
Vardas617         Pavarde617                      5.92            6.00
Vardas6326        Pavarde6326                     5.92            6.00
Vardas645         Pavarde645                      5.92            5.60
Vardas6960        Pavarde6960                     5.92            6.00
Vardas7065        Pavarde7065                     5.92            6.00
Vardas7187        Pavarde7187                     5.92            5.60
Vardas7261        Pavarde7261                     5.92            6.00
Vardas7406        Pavarde7406                     5.92            5.60
Vardas7468        Pavarde7468                     5.92            6.40
Vardas7519        Pavarde7519                     5.92            6.00
Vardas7543        Pavarde7543                     5.92            6.00
Vardas7550        Pavarde7550                     5.92            6.40
Vardas7793        Pavarde7793                     5.92            5.60
Vardas7811        Pavarde7811                     5.92            5.20
Vardas7849        Pavarde7849                     5.92            5.60
Vardas7945        Pavarde7945                     5.92            6.00
Vardas8195        Pavarde8195                     5.92            6.00
Vardas8356        Pavarde8356                     5.92            6.00
Vardas8477        Pavarde8477                     5.92            6.40
Vardas8518        Pavarde8518                     5.92            6.00
Vardas8522        Pavarde8522                     5.92            6.40
Vardas8580        Pavarde8580                     5.92            6.00
Vardas8916        Pavarde8916                     5.92            6.00
Vardas8922        Pavarde8922                     5.92            6.00
Vardas90          Pavarde90                       5.92            6.40
Vardas9034        Pavarde9034                     5.92            6.00
Vardas9106        Pavarde9106                     5.92            5.60
Vardas9283        Pavarde9283                     5.92            6.00
Vardas9355        Pavarde9355                     5.92            6.00
Vardas944         Pavarde944                      5.92            6.40
Vardas9537        Pavarde9537                     5.92            6.00
Vardas9618        Pavarde9618                     5.92            6.40
Vardas9698        Pavarde9698                     5.92            5.60
Vardas9811        Pavarde9811                     5.92            6.00
Vardas9880        Pavarde9880                     5.92            6.00
Vardas9996        Pavarde9996                     5.92            5.60
Vardas1116        Pavarde1116                     5.96            6.60
Vardas1169        Pavarde1169                     5.96            5.80
Vardas1210        Pavarde1210                     5.96            6.20
Vardas1336        Pavarde1336                     5.96            5.40
Vardas137         Pavarde137                      5.96            6.20
Vardas1434        Pavarde1434                     5.96            5.80
Vardas1887        Pavarde1887                     5.96            6.60
Vardas1946        Pavarde1946                     5.96            5.80
Vardas2062        Pavarde2062                     5.96            6.20
Vardas2081        Pavarde2081                     5.96            5.80
Vardas2155        Pavarde2155                     5.96            6.20
Vardas2409        Pavarde2409                     5.96            5.80
